artist,title,popularity,key
James Taylor,Steamroller Blues,2267,G Major
John Mayer,Why Georgia,2264,G Major
John Frusciante,Before the Beginning,2263,G Major
Velvet Revolver,Fall to Pieces,2260,G Major
Bon Jovi,Livin’ on a Prayer,2257,G Major
Radiohead,Scatterbrain,2252,G Major
Queensrÿche,Silent Lucidity,2252,G Major
Journey,Any Way You Want It,2249,G Major
"Earth, Wind & Fire",Fantasy,2227,G Major
Destiny’s Child,"Bills, Bills, Bills",2224,G Major
The White Stripes,Ball and Biscuit,2218,G Major
Alice Cooper,I’m Eighteen,2217,G Major
Tool,Stinkfist,2215,G Major
James Taylor,How Sweet It Is (to Be Loved by You),2210,G Major
R.E.M.,Orange Crush,2187,G Major
Katy Perry,Unconditionally,2186,G Major
Madonna,Lucky Star,2182,G Major
Phil Collins,You Can't Hurry Love,2173,G Major
The Moody Blues,The Voice,2167,G Major
Taylor Swift,Begin Again,2161,G Major
Cream,Badge,2155,G Major
Iron Maiden,The Number of the Beast,2152,G Major
R.E.M.,Man on the Moon,2145,G Major
Michael McDonald,I Keep Forgettin',2144,G Major
Duffy,Mercy,2144,G Major
Metallica,Bleeding Me,2136,G Major
Jimi Hendrix,Fire,2128,G Major
Backstreet Boys,Christmas Time,2128,G Major
Shania Twain,From This Moment On,2126,G Major
The Beatles,Lucy in the Sky With Diamonds,2124,G Major
The Waifs,Bridal Train,2123,G Major
Mariah Carey,Reflections (Care Enough),2118,G Major
War,Low Rider,2118,G Major
Metallica,The Four Horsemen,2102,G Major
The Black Keys,Lonely Boy,2102,G Major
Linkin Park,Given Up,2088,G Major
Miles Davis,All Blues,2085,G Major
Guy Clark,Hemingway's Whiskey,2082,G Major
Halestorm,Amen,2081,G Major
Joe Cocker,With a Little Help From My Friends,2076,G Major
The Moody Blues,Nights in White Satin,2076,G Major
Papa Roach,Last Resort,2074,G Major
Paolo Nutini,Candy,2074,G Major
Daft Punk,Fall,2073,G Major
Chris Tomlin,I Will Rise,2070,G Major
Radiohead,The Bends,2052,G Major
Daft Punk,Technologic,2038,G Major
Sabaton,Midway,2036,G Major
DeBarge,Love Me in a Special Way,2034,G Major
Whitesnake,Here I Go Again,2032,G Major
America,A Horse With No Name,2031,G Major
A Perfect Circle,Blue,2025,G Major
Eagles,Take It Easy,2016,G Major
Outlaws,Green Grass & High Tides,2007,G Major
Black Label Society,In This River,2007,G Major
Fall Out Boy,Uma Thurman,2002,G Major
Pink Floyd,Learning to Fly,1997,G Major
Mariah Carey,I Still Believe,1993,G Major
Gary Moore,Over the Hills and Far Away,1993,G Major
Metallica,Blackened,1991,G Major
Melissa Etheridge,Come To My Window,1990,G Major
Electric Light Orchestra,Strange Magic,1989,G Major
OutKast,Roses,1987,G Major
Hillsong Live,Alive in us,1986,G Major
R.E.M.,It's the End of The World as We Know It,1985,G Major
P.O.D.,Boom,1980,G Major
Billy Joel,"Lullabye (Goodnight, My Angel)",1974,G Major
Justin Timberlake,Not a Bad Thing,1973,G Major
Evanescence,Tourniquet,1971,G Major
Alanis Morissette,One Hand in My Pocket,1968,G Major
Metallica,Fight Fire With Fire,1961,G Major
Fergie,Big Girls Don't Cry,1960,G Major
Primus,Tragedy’s a’Comin’,1959,G Major
Backstreet Boys,Breathe,1953,G Major
DeBarge,Stay With Me,1949,G Major
Elton John,Nikita,1942,G Major
Tool,Parabola,1941,G Major
Josh Groban,Panis Angelicus,1941,G Major
38 Special,Rockin' Into the Night,1932,G Major
Luke Bryan,Country Girl (Shake It for Me),1931,G Major
Metallica,Welcome Home (Sanitarium),1928,G Major
Donna Summer,On the Radio,1918,G Major
Stone Temple Pilots,Plush,1917,G Major
George Thorogood,Bad to the Bone,1915,G Major
Avril Lavigne,When You're Gone,1913,G Major
Journey,Seperate Ways,1907,G Major
Kiss,Heaven's on Fire,1907,G Major
The Clash,London Calling,1905,G Major
The Beatles,I Should Have Known Better,1903,G Major
Eagles,Those Shoes,1896,G Major
Journey,Send Her My Love,1890,G Major
Bee Gees,More Than A Woman,1886,G Major
Metallica,Cyanide,1882,G Major
Terra Naomi,The Vicodin Song,1880,G Major
Kelly Clarkson,Since U Been Gone,1879,G Major
Paul McCartney,Live and Let Die,1870,G Major
Elton John,Honky Cat,1859,G Major
ZZ Top,I Thank You,1854,G Major
The Who,Behind Blue Eyes,1853,G Major
Pantera,Mouth for War,1851,G Major
Evanescence,Call Me When You're Sober,1849,G Major
Lynyrd Skynyrd,All I Can Do is Write About It,1846,G Major
Slash,World on Fire,1838,G Major
Slash,World on Fire,1838,G Major
Afroman,Because I Got High,1834,G Major
Glenn Frey,The One You Love,1832,G Major
We Came as Romans,My Love,1832,G Major
Shinedown,45,1831,G Major
Bee Gees,Words,1829,G Major
The Velvet Underground,I'll Be Your Mirror,1828,G Major
Lady Gaga,Again Again,1816,G Major
Pink Floyd,Pigs (Three Different Ones),1814,G Major
Paul Davis,I Go Crazy,1812,G Major
Hans Zimmer,Inception: Time,1812,G Major
Bob Dylan,The Times They Are A-Changin',1811,G Major
Jackson Browne,The Load-Out - Stay,1811,G Major
Lenny Kravitz,Are You Gonna Go My Way,1807,G Major
Pantera,Domination,1798,G Major
Chicago,Does Anybody Know What Time It Is,1796,G Major
Bee Gees,I Started A Joke,1794,G Major
Red Hot Chili Peppers,Around the World,1793,G Major
Natalie Merchant,Crazy Man Michael,1791,G Major
CAKE,Never There,1789,G Major
Paul Anka,Diana,1788,G Major
Van Morrison,Brown-Eyed Girl,1787,G Major
White Zombie,Thunder Kiss ’65,1786,G Major
Taking Back Sunday,What's It Feel Like to Be a Ghost?,1784,G Major
Mumford & Sons,Whispers in the Dark,1774,G Major
Foo Fighters,Something From Nothing,1773,G Major
Judas Priest,The Hellion - Electric Eye,1763,G Major
Journey,Only the Young,1760,G Major
Lana Del Rey,American,1759,G Major
Lostprophets,Last Train Home,1759,G Major
Lana Del Rey,American,1759,G Major
Kina Grannis,The One You Say Goodnight To,1758,G Major
Muse,Panic Station,1754,G Major
Zayn Malik,BeFoUr,1752,G Major
Air Supply,Making Love Out of Nothing at All,1752,G Major
Pantera,Cowboys From Hell,1748,G Major
Kansas,Carry On Wayward Son,1747,G Major
Eric Johnson,Cliffs of Dover,1746,G Major
Metallica,Battery,1746,G Major
Whitney Houston,So Emotional,1744,G Major
Faith No More,Epic,1743,G Major
Yo‐Yo Ma,Appalachia Waltz,1741,G Major
Queens of the Stone Age,In My Head,1737,G Major
Justin Timberlake,Suit & Tie (Ta-ku Remix),1737,G Major
Dan Fogelberg,Longer,1736,G Major
The Who,My Generation,1731,G Major
AC-DC,Money Talks,1724,G Major
Freelance Whales,Generator ^ Second Floor,1724,G Major
Yo‐Yo Ma,Butterfly’s Day Out,1724,G Major
Gotye,Bronte,1724,G Major
The Zombies,Time of the Season,1722,G Major
Stephen Bishop,It Might Be You,1718,G Major
Bee Gees,Massachusetts,1718,G Major
The Stone Roses,Sally Cinnamon,1717,G Major
Justin Bieber,Never Say Never (acoustic),1715,G Major
Yellowcard,Breathing,1715,G Major
Backstreet Boys,Everything but Mine,1712,G Major
Billy Joel,We Didn't Start The Fire,1710,G Major
Muddy Waters,Rollin’ Stone,1710,G Major
Jackson Browne,The Pretender,1708,G Major
Yo‐Yo Ma,American Collection Theme,1706,G Major
KT Tunstall,Black Horse and the Cherry Tree,1706,G Major
Atlantic Starr,Always,1706,G Major
Michael Jackson,Just Good Friends,1705,G Major
Mariah Carey,Fantasy,1705,G Major
Luke Bryan,Drink a Beer,1704,G Major
Lana Del Rey,Off to the Races,1703,G Major
Bruce Hornsby,The Way It Is,1696,G Major
Stone Temple Pilots,Creep,1695,G Major
Nine Inch Nails,Head Like a Hole,1694,G Major
Ashford & Simpson,Solid,1693,G Major
Flipsyde,Happy Birthday,1692,G Major
Duncan Sherk,Barely Breathing,1691,G Major
Phil Collins,Two Hearts,1691,G Major
Yeah Yeah Yeahs,Kiss Kiss,1688,G Major
Chicago,Hard Habit to Break,1687,G Major
Johnny Cash,Personal Jesus,1683,G Major
Henry Smith,Give Thanks,1681,G Major
Thin Lizzy,Whiskey in the Jar,1678,G Major
Electric Light Orchestra,Shine a Little Love,1677,G Major
Brenda K. Starr,I Still Believe,1669,G Major
Eagles,After the Thrill Is Gone,1665,G Major
Trapt,Headstrong,1660,G Major
Meghan Trainor,Lips Are Movin,1660,G Major
U2,Who's Gonna Ride Your Wild Horses,1659,G Major
Elle King,Ex's & Oh's,1656,G Major
Daft Punk,Outlands,1644,G Major
Deftones,Digital Bath,1641,G Major
Pink Floyd,Bike,1641,G Major
Slipknot,Dead Memories,1631,G Major
Iron Maiden,The Evil That Man Do,1624,G Major
Taylor Swift,Welcome to New York,1624,G Major
Rod Stewart,First Cut Is the Deepest,1623,G Major
Pink Floyd,Goodbye Blue Sky,1621,G Major
Yes,Würm,1618,G Major
Joe Satriani,Rubina,1617,G Major
Antony Santos,Por mi timidez,1613,G Major
AC-DC,Play Ball,1612,G Major
DeBarge,Can't Stop,1611,G Major
Mad Season,River of Deceit,1607,G Major
Lady Gaga,Fashion!,1605,G Major
Joseph Kosma,Autumn Leaves,1602,G Major
Skillet,Awake and Alive,1600,G Major
Fuel,Shimmer,1598,G Major
Ted Nugent,Free‐for‐All,1590,G Major
Paul Simon,America,1588,G Major
John Mellencamp,Pink Houses,1588,G Major
John Mayer,The Age of Worry,1585,G Major
Ella Fitzgerald,Don't Be That Way,1584,G Major
The Used,Maybe Memories,1577,G Major
Joe Bonamassa,Story of a Quarryman,1576,G Major
Ozzy Osbourne,N.I.B.,1575,G Major
Taddy Porter,Mean Bitch,1574,G Major
Butthole Surfers,Pepper,1571,G Major
Eagles,Tequila Sunrise,1570,G Major
Counting Crows,Anna Begins,1568,G Major
Breaking Benjamin,Angels Fall,1568,G Major
Five Finger Death Punch,House of the Rising Sun,1567,G Major
Chicago,You're Not Alone,1564,G Major
Future,F*uck Up Some Commas [Prod. by DJ Spinz & Southside],1563,G Major
Bruno Mars,Money Make Her Smile,1561,G Major
Mary J. Blige,Just Fine,1560,G Major
Robert Cray,She’s Into Something,1558,G Major
Fleetwood Mac,Future Games,1558,G Major
Bobby “Boris” Pickett,Monster Mash,1557,G Major
KISS,Let’s Put the X in Sex,1556,G Major
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1556,G Major
Yo‐Yo Ma,Slavonic Dance in E Minor,1556,G Major
LeAnn Rimes,I Need You,1555,G Major
"Crosby, Stills & Nash",Helplessly Hoping,1554,G Major
Yellowcard,Fighting,1551,G Major
Def Leppard,Comin' Under Fire,1551,G Major
Oasis,Stand by Me,1550,G Major
Enrique Iglesias,Bailando,1549,G Major
UFO,Too Hot to Handle,1549,G Major
Genesis,"Follow You, Follow Me",1549,G Major
Mariah Carey,Underneath the Stars,1546,G Major
The Used,Choke Me,1545,G Major
Pantera,Planet Caravan,1542,G Major
The Beatles,You Can't Do That,1540,G Major
David Guetta,Hey Mama,1539,G Major
Céline Dion,O' Holy Night,1538,G Major
Faith Hill,Holly Jolly Christmas,1538,G Major
Ace of Base,The Sign,1537,G Major
Slayer,Black Magic,1533,G Major
The Beatles,I'm a Loser,1533,G Major
N*E*R*D,Rock Star (Jason Nevins remix),1532,G Major
Avenged Sevenfold,Carry On,1532,G Major
Eagles,Heartache Tonight,1531,G Major
Luke Bryan,"Huntin’, Fishin’ and Lovin’ Every Day",1529,G Major
Mariah Carey,Looking In,1528,G Major
311,Come Original,1526,G Major
Tom Petty and the Heartbreakers,Into the Great Wide Open,1525,G Major
Jewel,You Were Meant For Me,1525,G Major
James Brown,Santa Claus Goes Straight to the Ghetto,1525,G Major
Temple of the Dog,Hunger Strike,1524,G Major
Brand New,You Won't Know,1521,G Major
Air Supply,Lost in Love,1520,G Major
DJ Snake,Turn Down for What,1518,G Major
Marilyn Manson,The Dope Show,1518,G Major
John Fogerty,Centerfield,1515,G Major
Metallica,Ain't My Bitch,1513,G Major
Paul Simon,El Condor Pasa,1511,G Major
Smash Mouth,I’m a Believer,1510,G Major
Chris Brown,Don't Judge Me,1507,G Major
Three Days Grace,Chalk Outline,1505,G Major
Chris Rea,Fool (If You Think It's Over),1505,G Major
a-ha,"Butterfly, Butterfly (The Last Hurrah)",1505,G Major
Demi Lovato,Really Don't Care,1502,G Major
AC-DC,Little Lover,1501,G Major
Megadeth,Wake Up Dead,1499,G Major
Harold Melvin & The Blue Notes,Dont Leave Me This Way,1498,G Major
Carrie Underwood,Ever Ever After,1495,G Major
A$AP Rocky,L$D,1493,G Major
Bob Dylan,"It Ain't Me, Babe",1491,G Major
Michael Jackson,Burn This Disco Out (album version),1490,G Major
The McCoys,Hang On Sloopy,1489,G Major
Gateway Worship,Revelation Song,1487,G Major
Skillet,Rise,1480,G Major
Metallica,"Damage, Inc.",1478,G Major
The Moody Blues,Gypsy,1477,G Major
Nirvana,Scoff,1477,G Major
Flo Rida,I Cry,1471,G Major
Iron Maiden,Sign of the Cross,1471,G Major
Black Sabbath,Electric Funeral,1470,G Major
Pink Floyd,Fearless,1466,G Major
Neutral Milk Hotel,Oh Comely,1466,G Major
Kid Rock,Bawitdaba,1465,G Major
Foo Fighters,Intro - Bridge Burning,1464,G Major
The Fratellis,Chelsea Dagger,1463,G Major
Earle Hagen,Harlem Nocturne,1462,G Major
Mariah Carey,Santa Claus Is Comin' to Town,1458,G Major
Evanescence,Lacrymosa,1457,G Major
Hootie & The Blowfish,Let Her Cry,1457,G Major
Jackyl,My Moonshine Kicks Your Cocaine's Ass,1455,G Major
Linkin Park,With You,1452,G Major
Bruce Springsteen,Adam Raised a Cain,1452,G Major
Thin Lizzy,Got to Give It Up,1450,G Major
Marty Friedman,Devil Take Tomorrow,1444,G Major
Tool,Ticks & Leeches,1442,G Major
Stone Temple Pilots,Big Empty,1441,G Major
Fifth Harmony,Sledgehammer,1441,G Major
Kidz Bop,What Makes You Beautiful,1440,G Major
Black Sabbath,Heaven and Hell,1439,G Major
Hootie & the Blowfish,Little Darlin’,1439,G Major
Def Leppard,Armageddon It,1438,G Major
Waylon Jennings,Amanda,1438,G Major
The Doors,Break On Through (to the Other Side),1437,G Major
Atif Aslam,Jeena Jeena,1436,G Major
Judas Priest,Turbo Lover,1435,G Major
Backstreet Boys,In a World Like This,1434,G Major
Twisted Sister,I Wanna Rock,1431,G Major
Bee Gees,Heartbreaker,1430,G Major
Whitesnake,Is This Love,1430,G Major
Rush,Tom Sawyer,1429,G Major
The Beatles,Kansas City-Hey-Hey-Hey-Hey!,1428,G Major
The Countdown Singers,Lady Marmalade,1427,G Major
John Mayer,Victoria,1427,G Major
Justin Bieber,Company,1426,G Major
Nelly,Hot in Here,1426,G Major
The Beatles,Got to Get You Into My Life,1426,G Major
Asking Alexandria,To the Stage,1425,G Major
The Offspring,Gotta Get Away,1423,G Major
City and Colour,Sensible Heart,1422,G Major
Bee Gees,Spicks & Specks,1422,G Major
Francis Scott Key,Star Spangled Banner,1421,G Major
Evanescence,Oceans,1421,G Major
Foo Fighters,Bridge Burning,1421,G Major
Trace Adkins,Honky Tonk Badonkadonk,1420,G Major
The Beatles,Think for Yourself,1419,G Major
The Smashing Pumpkins,Disarm,1418,G Major
Aerosmith,Same Old Song and Dance,1415,G Major
Sum 41,Still Waiting,1413,G Major
The Sheepdogs,In My Mind,1412,G Major
Daft Punk,"Outlands, Part II",1411,G Major
Marilyn Manson,Deep Six,1410,G Major
The Offspring,Half-Truism,1408,G Major
Fleetwood Mac,Hold Me,1408,G Major
Red Hot Chili Peppers,Higher Ground,1405,G Major
Backstreet Boys,Set Adrift on Memory Bliss,1404,G Major
AC-DC,Big Balls,1401,G Major
Metallica,Don't Tread on Me,1401,G Major
Wolfmother,Woman,1399,G Major
Lostprophets,Rooftops (A Liberation Broadcast),1396,G Major
The Dodos,Park Song,1391,G Major
U2,Elevation,1387,G Major
Bob Dylan,Maggie's Farm,1386,G Major
Rod Stewart,The First Cut Is the Deepest (alternate version),1383,G Major
AC-DC,Touch Too Much,1383,G Major
Eurythmics,Winter Wonderland,1382,G Major
Bad English,When I See You Smile,1378,G Major
Stone Temple Pilots,Pop’s Love Suicide,1374,G Major
Willie Nelson,Frosty The Snowman,1374,G Major
Electric Light Orchestra,Hold On Tight,1373,G Major
Village People,In the Navy,1373,G Major
Lenny Kravitz,Lady,1369,G Major
John Mayer,Split Screen Sadness,1368,G Major
Britney Spears,Work Bitch,1367,G Major
Lifehouse,Aftermath,1366,G Major
Gloria Estefan,Everlasting Love,1366,G Major
Michael Zager,Let's All Chant,1364,G Major
Journey,Be Good to Yourself,1364,G Major
Bette Midler,From a Distance,1364,G Major
Metallica,Whiplash,1363,G Major
My Chemical Romance,House of Wolves,1363,G Major
Chicago,Chasin' the Wind,1359,G Major
System of a Down,Question!,1356,G Major
Backstreet Boys,Inconsolable,1354,G Major
The Corrs,Give Me a Reason,1349,G Major
Muse,Mercy,1348,G Major
Paolo Nutini,Worried Man,1346,G Major
Coheed and Cambria,God Send Conspirator,1345,G Major
Boston,Amanda,1344,G Major
Dean Martin,"Rudolph, The Red-Nosed Reindeer",1343,G Major
Buckethead,The Homing Beacon,1342,G Major
Amy Grant,Better Than a Hallelujah,1337,G Major
Rush,Far Cry,1335,G Major
The Corrs,Long Night,1334,G Major
Fleetwood Mac,Oh Well,1333,G Major
The Moody Blues,Your Wildest Dreams,1333,G Major
Carrie Underwood,Little Toy Guns,1332,G Major
Daft Punk,Solar Sailer,1331,G Major
Andy Gibb,Shadow Dancing,1330,G Major
Deniece Williams,It's Gonna Take a Miracle,1324,G Major
The Beatles,Devil in Her Heart,1323,G Major
Sheppard,Geronimo,1320,G Major
Def Leppard,Make Love Like a Man,1320,G Major
Foreigner,Feels Like the First Time,1319,G Major
Kraftwerk,Trans-Europe Express,1317,G Major
Megadeth,Sweating Bullets,1316,G Major
Chicago,Stay the Night,1314,G Major
Linkin Park,The Little Things Give You Away,1314,G Major
Judas Priest,Dreamer Deceiver,1313,G Major
Jars of Clay,No One Loves Me Like You,1313,G Major
Chicago,You Come to my Senses,1313,G Major
Neil Young,This Note's for You,1313,G Major
Sting,Shape of My Heart (live),1310,G Major
Barry Manilow,Can't Smile Without You,1310,G Major
Shirley & Company,"Shame, Shame, Shame",1309,G Major
The Smashing Pumpkins,Blew Away,1308,G Major
The Smashing Pumpkins,Blew Away,1308,G Major
Eva Cassidy,Songbird,1307,G Major
Lady Gaga,Mary Jane Holland,1306,G Major
Lupe Fiasco,The Show Goes On,1304,G Major
Bee Gees,New York Mining Disaster,1303,G Major
John Mayer,Love Soon,1303,G Major
Lady Gaga,Jewels N' Drugs,1302,G Major
Iggy Azalea,Team,1302,G Major
Thin Lizzy,Fighting My Way Back,1299,G Major
George Thorogood & The Destroyers,I Drink Alone,1299,G Major
Korn,Never Never,1295,G Major
Matthew Wilder,I'll Make a Man Out of You (feat. Donny Osmond) (Mulan),1295,G Major
The Dave Clark Five,Sweet City Woman (Stereo),1295,G Major
The Smashing Pumpkins,Whir,1294,G Major
Queensrÿche,The Mission,1294,G Major
Kean,Everybody's Changing,1294,G Major
Sammy Hagar,I Can't Drive 55,1293,G Major
Nena,"Anyplace, Anywhere, Anytime",1291,G Major
Slaughter,Fly to the Angels,1290,G Major
Bread,Guitar Man,1290,G Major
Tom Petty and the Heartbreakers,Too Good to Be True,1290,G Major
Creed,What's This Life For,1289,G Major
Parokya ni Edgar,Your Song,1288,G Major
Gear Daddies,Zamboni,1288,G Major
John Mayer,Great Indoors,1288,G Major
Dropkick Murphys,"Johnny, I Hardly Knew Ya",1287,G Major
Raful Neal,Call Me Baby,1280,G Major
Soundgarden,Been Away Too Long,1279,G Major
The Beatles,I'll Cry Instead,1279,G Major
Bob Dylan,Idiot Wind,1278,G Major
Richard Marx,Too Late to Say Goodbye,1274,G Major
Scorpions,Lovedrive,1274,G Major
Rush,Anthem,1273,G Major
HIM,Heartache Every Moment,1272,G Major
Def Leppard,Women,1272,G Major
Seether,Here and Now,1270,G Major
Ke$ha,Dancing With Tears in My Eyes,1270,G Major
The Beatles,Baby You're a Rich Man,1269,G Major
The Beatles,Baby It's You,1269,G Major
Francis Scott Key,Star Spangled Banner 1,1269,G Major
The Moody Blues,I Know You're Out There Somewhere,1269,G Major
Ghost,From the Pinnacle to the Pit,1268,G Major
Nickelback,This Afternoon,1268,G Major
The Kinks,Come Dancing,1267,G Major
Glee Cast,Express Yourself,1264,G Major
Jackson Browne,Tender Is the Night,1264,G Major
Trans‐Siberian Orchestra,Christmas Eve-Sarajevo 12-24,1263,G Major
The Corrs,So Young,1263,G Major
Rush,2112 (Overture),1263,G Major
Пётр Ильич Чайковский,"The Nutcracker Ballet Suite, Op. 71: IV. Trepak (Russian Dance)",1263,G Major
Electric Light Orchestra,Wild West Hero,1262,G Major
Air Supply,Lonely Is the Night,1259,G Major
Berlin,The Metro,1258,G Major
Metallica,That Was Just Your Life,1256,G Major
The Beatles,I Don't Want to Spoil the Party,1256,G Major
Parokya ni Edgar,Your Song (My One and Only You),1254,G Major
Rob Thomas,Her Diamonds,1254,G Major
R.E.M.,Night Swim,1252,G Major
Tool,Parabol,1248,G Major
Goo Goo Dolls,Big Machine,1246,G Major
Goo Goo Dolls,Big Machine,1246,G Major
The Allman Brothers Band,Come and Go Blues,1244,G Major
Atlanta Rhythm Section,Spooky,1242,G Major
Train,Meet Virginia,1240,G Major
Andrew Lloyd Webber,Don't Cry for Me Argentina,1240,G Major
The Cars,Moving in Stereo,1239,G Major
R.E.M.,Country Feedback,1238,G Major
MC Hammer,U Can't Touch This,1237,G Major
Dropkick Murphys,The Irish Rover,1235,G Major
Lady Gaga,The Fame,1235,G Major
Scorpions,The Zoo,1234,G Major
Metallica,Leper Messiah,1234,G Major
Quiet Riot,Cum on Feel Noize,1233,G Major
Children of Bodom,Next in Line,1233,G Major
Mariah Carey,All I've Ever Wanted,1232,G Major
Alice Cooper,Only Women Bleed,1231,G Major
Brothers Osborne,Stay a Little Longer,1229,G Major
Owl City,Sky Diver,1229,G Major
Hillsong Live,Broken Vessels (Amazing Grace),1227,G Major
Sublime,Date Rape,1226,G Major
Linkin Park,Until It's Gone,1226,G Major
Hollywood Undead,Been to Hell,1225,G Major
Antony Santos,Esa Me La Doy Yo,1223,G Major
Dispatch,Two Coins - Stoned Me - Two Coins,1223,G Major
Porcupine Tree,Lips of Ashes,1223,G Major
Taylor Swift,…Ready for It?,1222,G Major
Evanescence,Imaginary,1219,G Major
Evanescence,Haunted,1217,G Major
Evanescence,Surrender,1215,G Major
Metallica,2x4 (live),1213,G Major
Violent Soho,Fur Eyes,1212,G Major
Five Finger Death Punch,Wash It All Away,1211,G Major
The Offspring,Coming for You,1210,G Major
Mariah Carey,Miss You Most (At Christmas Time),1207,G Major
P!nk,Raise Your Glass,1207,G Major
The Youngbloods,Grizzly Bear,1206,G Major
The Sheepdogs,The Way It Is,1205,G Major
Santana,Samba pa ti,1205,G Major
Ten Years After,I'd Love to Change the World,1205,G Major
The Allman Brothers Band,Seven Turns,1204,G Major
Linkin Park,Requiem,1204,G Major
Gipsy Kings,Love and Liberté,1203,G Major
Steely Dan,Ricky Don’t Lose That Number,1202,G Major
Huey Lewis and the News,If This Is It,1202,G Major
Glee Cast,You Should Be Dancing,1201,G Major
Rascal Flatts,Backwards,1197,G Major
Evanescence,Listen to the Rain,1195,G Major
Flyleaf,In the Dark,1194,G Major
2Pac,Changes,1193,G Major
Dropkick Murphys,Rocky Road to Dublin,1192,G Major
The Corrs,The Right Time,1191,G Major
Bon Jovi,Prayer '94,1188,G Major
3OH!3,My First Kiss,1188,G Major
Brand New,Bought a Bride,1188,G Major
Nick Carter,Who Needs the World,1187,G Major
Korn,Spike in My Veins,1186,G Major
Daft Punk,Sea of Simulation,1185,G Major
Augustines,Cruel City,1181,G Major
The Offspring,Cruising California (Bumpin' In My Trunk),1180,G Major
Evanescence,Erase This,1177,G Major
Alain Clark,Father and Friend,1176,G Major
Sam the Sham & The Pharaohs,Wooly Bully,1175,G Major
Sixx:A.M.,Stars,1172,G Major
Bee Gees,You Stepped Into My Life,1172,G Major
Andrew W.K.,Let's Go on a Date,1171,G Major
Wilkinson,Afterglow,1170,G Major
Ozzy Osbourne,I Don't Know,1170,G Major
The Gaslight Anthem,Red at Night,1169,G Major
Tech N9ne,Imma Tell,1167,G Major
Backstreet Boys,Trust Me,1166,G Major
The Kinks,Tired of Waiting for You,1163,G Major
Bush,The Sound of Winter,1162,G Major
Red Hot Chili Peppers,Hard to Concentrate,1162,G Major
Quincy Jones,Sanford & Son Theme (The Streetbeater),1162,G Major
Megadeth,Devil’s Island,1162,G Major
Tree63,King,1160,G Major
Wilkinson,Tonight,1158,G Major
Flogging Molly,Drunken Lullabies,1155,G Major
Mariah Carey,Did I Do That?,1154,G Major
Clutch,Power Player,1153,G Major
Foo Fighters,Free Me,1151,G Major
The Moody Blues,Say It With Love,1149,G Major
Between the Buried and Me,Medicine Wheel,1149,G Major
P!nk,Blow Me (One Last Kiss),1146,G Major
Evanescence,So Close,1145,G Major
Bee Gees,This Is Where I Came In,1145,G Major
The National,Ada,1145,G Major
Trophy Scars,Trazodone,1143,G Major
Rush,BU2B,1143,G Major
X,Los Angeles,1142,G Major
Jordin Sparks,Battlefield,1141,G Major
The Decemberists,The Perfect Crime #2,1140,G Major
God,My Pal,1140,G Major
Luke Bryan,Crash My Party,1138,G Major
Bat for Lashes,Laura,1137,G Major
Muddy Waters,I Can't Be Satisfied,1135,G Major
Five Finger Death Punch,Generation Dead,1133,G Major
Evanescence,Solitude,1132,G Major
The Allman Brothers Band,Blue Sky (live),1131,G Major
They Might Be Giants,Ana Ng,1131,G Major
Flogging Molly,Requiem for a Dying Song,1131,G Major
Stevie Nicks,Edge of Seventeen,1130,G Major
Norah Jones,Sinkin’ Soon,1130,G Major
Backstreet Boys,More Than That,1127,G Major
Bullet for My Valentine,Raising Hell,1127,G Major
Metallica,Cure,1127,G Major
Sportfreunde Stiller,Ein Kompliment,1125,G Major
Simon & Garfunkel,"For Emily, Whenever I May Find Her",1123,G Major
Toby Keith,I'm Just Talkin' About Tonight,1121,G Major
Backstreet Boys,My Beautiful Woman,1120,G Major
Dinosaur Jr.,Almost Ready,1120,G Major
The Black Keys,10 A.M. Automatic,1120,G Major
Bing Crosby,I'll Be Home for Christmas,1120,G Major
Vineyard Music,Refuge in You,1120,G Major
Jon Pardi,Head Over Boots,1119,G Major
Counting Crows,Accidentally in Love,1118,G Major
U2,Red Hill Mining Town,1118,G Major
Lenny Kravitz,Can’t Get You Off My Mind,1116,G Major
3 Doors Down,The Road I’m On,1115,G Major
The Monkees,Last Train to Clarksville,1115,G Major
My Darkest Days,Porn Star Dancing,1114,G Major
Lynyrd Skynyrd,Don’t Ask Me No Questions,1113,G Major
Melissa Etheridge,I'm the Only One,1113,G Major
Led Zeppelin,Tangerine,1112,G Major
Deftones,976-EVIL,1111,G Major
Eiffel 65,Losing You,1111,G Major
George Thorogood & The Destroyers,Move It On Over,1110,G Major
Alter Bridge,Watch Over You,1108,G Major
Metallica,Ride the Lightning,1108,G Major
Metallica,The Shortest Straw,1107,G Major
Journey,The Party's Over (Hopelessly In Love),1105,G Major
Royal Philharmonic Orchestra,Don't Cry for Me Argentina,1105,G Major
Foo Fighters,Ballad of the Beaconsfield Miners,1105,G Major
Flogging Molly,Salty Dog,1104,G Major
The Blasters,So Long Baby Goodbye,1102,G Major
You Me at Six,Lived a Lie,1102,G Major
Trophy Scars,Anna Lucia,1101,G Major
Metallica,Creeping Death,1096,G Major
Johnnie Taylor,Disco Lady,1096,G Major
Artcell,Dukkho Bilash,1095,G Major
Foreign Islands,We Know You Know It,1095,G Major
Pearl Jam,Parachutes,1095,G Major
